transaction_id,player_id,transaction_date,item_name,item_category,price_usd,platform,country
TXN00012417,P111990,2024-01-05,rare_chest,lootbox,2.39,Android,MX
TXN00019521,P175845,2024-01-05,extra_lives,consumable,1.99,Android,TW
TXN00032332,P289103,2024-01-05,gem_pack_medium,currency,3.99,iOS,BR
TXN00028334,P254076,2024-01-06,speed_boost,consumable,2.99,iOS,UK
TXN00025120,P225815,2024-01-06,gem_pack_medium,currency,4.99,Android,US
TXN00002014,P018387,2024-01-06,extra_lives,consumable,1.59,iOS,US
TXN00006447,P058849,2024-01-06,epic_chest,lootbox,6.39,iOS,KR
TXN00025633,P229629,2024-01-06,weekly_bundle,bundle,4.99,Android,BR
TXN00011073,P100069,2024-01-06,starter_bundle,bundle,2.99,Android,CA
TXN00015108,P136918,2024-01-06,gem_pack_small,currency,0.99,Android,TW
TXN00009066,P083372,2024-01-06,monthly_bundle,bundle,9.99,Android,ID
TXN00004062,P037724,2024-01-06,weekly_bundle,bundle,4.99,iOS,KR
TXN00013571,P122417,2024-01-06,rare_chest,lootbox,1.5,iOS,IN
TXN00011827,P106878,2024-01-06,gem_pack_medium,currency,4.99,Android,ID
TXN00002412,P022539,2024-01-06,gem_pack_medium,currency,4.99,iOS,FR
TXN00013678,P123293,2024-01-06,gem_pack_small,currency,0.99,Android,US
TXN00013679,P123293,2024-01-06,weekly_bundle,bundle,4.99,Android,US
TXN00020710,P186484,2024-01-06,rare_chest,lootbox,2.99,Android,US
TXN00007191,P066134,2024-01-06,rare_chest,lootbox,2.99,Android,AU
TXN00005438,P049692,2024-01-06,energy_refill,consumable,0.99,iOS,CA
TXN00012418,P111990,2024-01-06,starter_bundle,bundle,2.99,Android,MX
TXN00028604,P256113,2024-01-06,gem_pack_large,currency,7.99,Android,UK
TXN00029363,P263163,2024-01-06,battle_pass,subscription,9.99,Android,US
TXN00014405,P130152,2024-01-06,energy_refill,consumable,0.99,Android,UK
TXN00023145,P208390,2024-01-06,gem_pack_medium,currency,4.99,Android,CN
TXN00015087,P136742,2024-01-06,battle_pass,subscription,9.99,iOS,BR
TXN00007390,P068153,2024-01-06,shield_pack,consumable,3.99,iOS,US
TXN00010190,P092346,2024-01-06,gem_pack_medium,currency,4.99,iOS,JP
TXN00007374,P067980,2024-01-06,monthly_bundle,bundle,9.99,iOS,DE
TXN00025796,P230828,2024-01-06,starter_bundle,bundle,2.39,Android,US
TXN00024214,P217659,2024-01-06,monthly_bundle,bundle,9.99,iOS,FR
TXN00025798,P230828,2024-01-06,gem_pack_small,currency,0.99,Android,US
TXN00030917,P276957,2024-01-06,gem_pack_large,currency,9.99,Android,US
TXN00002975,P027755,2024-01-06,starter_bundle,bundle,2.39,Android,JP
TXN00002976,P027755,2024-01-06,starter_bundle,bundle,2.99,Android,JP
TXN00030916,P276957,2024-01-06,gem_pack_large,currency,9.99,Android,US
TXN00013592,P122628,2024-01-07,gem_pack_medium,currency,4.99,iOS,DE
TXN00013588,P122628,2024-01-07,speed_boost,consumable,2.99,iOS,DE
TXN00032494,P290646,2024-01-07,shield_pack,consumable,3.99,iOS,SG
TXN00013572,P122417,2024-01-07,energy_refill,consumable,0.79,iOS,IN
TXN00021300,P191714,2024-01-07,gem_pack_small,currency,0.99,iOS,US
TXN00024215,P217659,2024-01-07,energy_refill,consumable,0.99,iOS,FR
TXN00007193,P066134,2024-01-07,gem_pack_small,currency,0.99,Android,AU
TXN00011075,P100069,2024-01-07,weekly_bundle,bundle,4.99,Android,CA
TXN00023771,P213786,2024-01-07,extra_lives,consumable,1.99,iOS,JP
TXN00030483,P272995,2024-01-07,gem_pack_medium,currency,4.99,Android,MX
TXN00032492,P290646,2024-01-07,gem_pack_medium,currency,4.99,iOS,SG
TXN00001943,P017636,2024-01-07,weekly_bundle,bundle,4.99,Android,SG
TXN00018881,P170262,2024-01-07,gem_pack_large,currency,9.99,Android,IN
TXN00013436,P120898,2024-01-07,shield_pack,consumable,3.99,Android,JP
TXN00027523,P246469,2024-01-07,weekly_bundle,bundle,3.99,Android,IN
TXN00005708,P052559,2024-01-07,battle_pass,subscription,7.99,iOS,US
TXN00006428,P058772,2024-01-07,monthly_bundle,bundle,9.99,Android,FR
TXN00026797,P239457,2024-01-07,gem_pack_small,currency,0.99,iOS,US
TXN00009873,P090149,2024-01-07,weekly_bundle,bundle,4.99,iOS,BR
TXN00018882,P170262,2024-01-07,vip_pass,subscription,11.99,Android,IN
TXN00013379,P120102,2024-01-07,cosmetic_skin_1,cosmetic,4.99,Android,BR
TXN00007352,P067827,2024-01-07,gem_pack_small,currency,0.99,iOS,ID
TXN00009877,P090149,2024-01-07,epic_chest,lootbox,7.99,iOS,BR
TXN00011825,P106878,2024-01-07,energy_refill,consumable,0.99,Android,ID
TXN00022610,P203653,2024-01-07,monthly_bundle,bundle,9.99,Android,IN
TXN00018740,P169337,2024-01-07,vip_pass,subscription,14.99,Android,KR
TXN00030618,P274497,2024-01-07,battle_pass,subscription,9.99,Android,US
TXN00030620,P274497,2024-01-07,gem_pack_small,currency,0.99,Android,US
TXN00032657,P292170,2024-01-07,cosmetic_skin_2,cosmetic,9.99,iOS,KR
TXN00020593,P185203,2024-01-07,epic_chest,lootbox,7.99,iOS,MX
TXN00004070,P037724,2024-01-07,vip_pass,subscription,7.5,iOS,KR
TXN00028605,P256113,2024-01-07,starter_bundle,bundle,2.99,Android,UK
TXN00014196,P128200,2024-01-07,epic_chest,lootbox,6.39,Android,BR
TXN00009067,P083372,2024-01-07,cosmetic_skin_2,cosmetic,9.99,Android,ID
TXN00023147,P208390,2024-01-07,gem_pack_large,currency,5.0,Android,CN
TXN00032654,P292170,2024-01-07,monthly_bundle,bundle,9.99,iOS,KR
TXN00014197,P128200,2024-01-07,gem_pack_medium,currency,4.99,Android,BR
TXN00011965,P107872,2024-01-07,monthly_bundle,bundle,7.99,iOS,TW
TXN00004685,P042631,2024-01-07,gem_pack_large,currency,9.99,iOS,CN
TXN00011964,P107872,2024-01-07,gem_pack_large,currency,9.99,iOS,TW
TXN00013589,P122628,2024-01-08,battle_pass,subscription,9.99,iOS,DE
TXN00011442,P103238,2024-01-08,gem_pack_small,currency,0.99,Android,JP
TXN00000716,P006737,2024-01-08,battle_pass,subscription,9.99,Android,US
TXN00012120,P109386,2024-01-08,cosmetic_skin_1,cosmetic,4.99,Android,AU
TXN00007192,P066134,2024-01-08,gem_pack_medium,currency,4.99,Android,AU
TXN00025373,P227697,2024-01-08,extra_lives,consumable,1.99,iOS,UK
TXN00026142,P233463,2024-01-08,energy_refill,consumable,0.79,Android,KR
TXN00015739,P142518,2024-01-08,gem_pack_medium,currency,4.99,Android,UK
TXN00006429,P058772,2024-01-08,legendary_chest,lootbox,14.99,Android,FR
TXN00004734,P043053,2024-01-08,gem_pack_mega,currency,49.99,Android,TW
TXN00032656,P292170,2024-01-08,gem_pack_large,currency,9.99,iOS,KR
TXN00018098,P163473,2024-01-08,battle_pass,subscription,9.99,iOS,KR
TXN00006432,P058772,2024-01-08,gem_pack_medium,currency,4.99,Android,FR
TXN00014624,P132322,2024-01-08,weekly_bundle,bundle,2.5,Android,KR
TXN00020712,P186484,2024-01-08,starter_bundle,bundle,2.99,Android,US
TXN00014623,P132322,2024-01-08,starter_bundle,bundle,2.99,Android,KR
TXN00004068,P037724,2024-01-08,speed_boost,consumable,2.99,iOS,KR
TXN00008741,P080087,2024-01-08,gem_pack_large,currency,9.99,Android,TW
TXN00025371,P227697,2024-01-08,gem_pack_medium,currency,4.99,iOS,UK
TXN00014470,P130932,2024-01-08,monthly_bundle,bundle,5.0,iOS,KR
TXN00023146,P208390,2024-01-08,gem_pack_medium,currency,4.99,Android,CN
TXN00007353,P067827,2024-01-08,gem_pack_small,currency,0.5,iOS,ID
TXN00014474,P130932,2024-01-08,gem_pack_large,currency,9.99,iOS,KR
TXN00028838,P258457,2024-01-08,gem_pack_medium,currency,4.99,iOS,MX
TXN00017857,P161433,2024-01-08,gem_pack_medium,currency,4.99,iOS,JP
TXN00014471,P130932,2024-01-08,gem_pack_large,currency,9.99,iOS,KR
TXN00014539,P131387,2024-01-08,rare_chest,lootbox,1.5,iOS,US
TXN00018754,P169487,2024-01-08,gem_pack_large,currency,9.99,Android,US
TXN00025124,P225815,2024-01-08,rare_chest,lootbox,2.99,Android,US
TXN00004065,P037724,2024-01-08,cosmetic_skin_1,cosmetic,3.99,iOS,KR
TXN00003037,P028179,2024-01-08,energy_refill,consumable,0.99,Android,CA
TXN00002977,P027755,2024-01-08,gem_pack_medium,currency,4.99,Android,JP
TXN00002978,P027755,2024-01-08,cosmetic_skin_1,cosmetic,4.99,Android,JP
TXN00023148,P208390,2024-01-09,season_pass,subscription,19.99,Android,CN
TXN00018777,P169678,2024-01-09,extra_lives,consumable,1.99,iOS,CA
TXN00013423,P120711,2024-01-09,gem_pack_medium,currency,4.99,Android,JP
TXN00000717,P006737,2024-01-09,gem_pack_small,currency,0.99,Android,US
TXN00033817,P303093,2024-01-09,gem_pack_mega,currency,49.99,Android,CA
TXN00025374,P227697,2024-01-09,battle_pass,subscription,9.99,iOS,UK
TXN00022926,P206543,2024-01-09,speed_boost,consumable,2.99,Android,US
TXN00017517,P158207,2024-01-09,gem_pack_small,currency,0.99,iOS,US
TXN00018756,P169487,2024-01-09,gem_pack_medium,currency,4.99,Android,US
TXN00018755,P169487,2024-01-09,vip_pass,subscription,14.99,Android,US
TXN00015109,P136918,2024-01-09,weekly_bundle,bundle,4.99,Android,TW
TXN00001648,P015365,2024-01-09,weekly_bundle,bundle,4.99,iOS,CA
TXN00007375,P067980,2024-01-09,weekly_bundle,bundle,3.99,iOS,DE
TXN00013437,P120898,2024-01-09,gem_pack_medium,currency,4.99,Android,JP
TXN00025670,P230137,2024-01-09,speed_boost,consumable,2.99,Android,DE
TXN00017739,P160008,2024-01-09,starter_bundle,bundle,2.99,Android,JP
TXN00033797,P302699,2024-01-09,cosmetic_skin_1,cosmetic,4.99,Android,US
TXN00011975,P107920,2024-01-09,starter_bundle,bundle,2.39,Android,BR
TXN00024679,P221781,2024-01-09,rare_chest,lootbox,2.99,Android,JP
TXN00017769,P160291,2024-01-09,gem_pack_large,currency,9.99,iOS,US
TXN00025122,P225815,2024-01-09,gem_pack_large,currency,9.99,Android,US
TXN00011074,P100069,2024-01-09,vip_pass,subscription,14.99,Android,CA
TXN00025123,P225815,2024-01-09,gem_pack_large,currency,9.99,Android,US
TXN00018325,P165695,2024-01-09,gem_pack_small,currency,0.5,iOS,JP
TXN00013591,P122628,2024-01-09,cosmetic_skin_1,cosmetic,3.99,iOS,DE
TXN00015563,P140794,2024-01-09,rare_chest,lootbox,1.5,Android,KR
TXN00013590,P122628,2024-01-09,starter_bundle,bundle,2.99,iOS,DE
TXN00031404,P280784,2024-01-09,season_pass,subscription,19.99,Android,CA
TXN00000308,P002977,2024-01-09,starter_bundle,bundle,2.99,iOS,JP
TXN00000307,P002977,2024-01-09,gem_pack_large,currency,9.99,iOS,JP
TXN00015566,P140794,2024-01-09,energy_refill,consumable,0.99,Android,KR
TXN00025671,P230137,2024-01-09,gem_pack_small,currency,0.99,Android,DE
TXN00018741,P169337,2024-01-09,gem_pack_small,currency,0.99,Android,KR
TXN00002308,P021466,2024-01-09,weekly_bundle,bundle,4.99,Android,FR
TXN00017211,P155509,2024-01-09,vip_pass,subscription,7.5,Android,BR
TXN00034107,P305536,2024-01-09,gem_pack_large,currency,9.99,iOS,AU
TXN00010886,P098361,2024-01-09,vip_pass,subscription,11.99,Android,US
TXN00020085,P180374,2024-01-09,monthly_bundle,bundle,9.99,Android,JP
TXN00034108,P305536,2024-01-09,gem_pack_medium,currency,4.99,iOS,AU
TXN00000087,P001047,2024-01-09,speed_boost,consumable,2.39,Android,SG
TXN00014199,P128200,2024-01-10,starter_bundle,bundle,2.99,Android,BR
TXN00021996,P198462,2024-01-10,gem_pack_small,currency,0.99,Android,US
TXN00008135,P075204,2024-01-10,battle_pass,subscription,7.99,Android,JP
TXN00025214,P226466,2024-01-10,season_pass,subscription,19.99,iOS,UK
TXN00030366,P271719,2024-01-10,gem_pack_medium,currency,4.99,iOS,BR
TXN00025121,P225815,2024-01-10,gem_pack_medium,currency,4.99,Android,US
TXN00031859,P285266,2024-01-10,gem_pack_medium,currency,2.5,Android,MX
TXN00023906,P214942,2024-01-10,gem_pack_small,currency,0.99,Android,KR
TXN00013391,P120182,2024-01-10,gem_pack_ultra,currency,99.99,Android,UK
TXN00032251,P288615,2024-01-10,legendary_chest,lootbox,11.99,Android,DE
TXN00013392,P120182,2024-01-10,gem_pack_medium,currency,4.99,Android,UK
TXN00021993,P198462,2024-01-10,extra_lives,consumable,1.59,Android,US
TXN00017456,P157396,2024-01-10,gem_pack_medium,currency,4.99,iOS,DE
TXN00014135,P127715,2024-01-10,gem_pack_medium,currency,3.99,iOS,IN
TXN00018883,P170262,2024-01-10,gem_pack_medium,currency,2.5,Android,IN
TXN00008833,P080893,2024-01-10,weekly_bundle,bundle,3.99,iOS,DE
TXN00022184,P199791,2024-01-10,gem_pack_medium,currency,4.99,iOS,CN
TXN00009569,P087501,2024-01-10,extra_lives,consumable,1.99,iOS,ID
TXN00011976,P107920,2024-01-10,weekly_bundle,bundle,4.99,Android,BR
TXN00026372,P235390,2024-01-10,starter_bundle,bundle,2.99,iOS,US
TXN00017083,P154220,2024-01-10,epic_chest,lootbox,6.39,Android,KR
TXN00028874,P258668,2024-01-10,gem_pack_large,currency,9.99,Android,US
TXN00032250,P288615,2024-01-10,battle_pass,subscription,9.99,Android,DE
TXN00017898,P161659,2024-01-10,battle_pass,subscription,9.99,Android,IN
TXN00011443,P103238,2024-01-10,gem_pack_medium,currency,4.99,Android,JP
TXN00028719,P257226,2024-01-10,speed_boost,consumable,2.99,Android,UK
TXN00033985,P304634,2024-01-10,monthly_bundle,bundle,9.99,Android,CA
TXN00023369,P210476,2024-01-10,weekly_bundle,bundle,2.5,Android,US
TXN00021995,P198462,2024-01-10,speed_boost,consumable,2.99,Android,US
TXN00006430,P058772,2024-01-10,gem_pack_mega,currency,49.99,Android,FR
TXN00004063,P037724,2024-01-10,weekly_bundle,bundle,4.99,iOS,KR
TXN00030621,P274497,2024-01-10,vip_pass,subscription,14.99,Android,US
TXN00001944,P017636,2024-01-10,extra_lives,consumable,1.99,Android,SG
TXN00028609,P256113,2024-01-11,monthly_bundle,bundle,9.99,Android,UK
TXN00008137,P075204,2024-01-11,starter_bundle,bundle,2.99,Android,JP
TXN00028607,P256113,2024-01-11,epic_chest,lootbox,7.99,Android,UK
TXN00015261,P138310,2024-01-11,gem_pack_large,currency,9.99,iOS,TW
TXN00017901,P161659,2024-01-11,starter_bundle,bundle,2.39,Android,IN
TXN00032252,P288615,2024-01-11,vip_pass,subscription,11.99,Android,DE
TXN00003516,P032654,2024-01-11,shield_pack,consumable,3.99,Android,BR
TXN00028772,P257750,2024-01-11,gem_pack_small,currency,0.99,iOS,DE
TXN00013438,P120898,2024-01-11,weekly_bundle,bundle,3.99,Android,JP
TXN00000718,P006737,2024-01-11,shield_pack,consumable,3.99,Android,US
TXN00028773,P257750,2024-01-11,gem_pack_large,currency,9.99,iOS,DE
TXN00019654,P176727,2024-01-11,gem_pack_medium,currency,4.99,iOS,UK
TXN00005439,P049692,2024-01-11,battle_pass,subscription,9.99,iOS,CA
TXN00024864,P223456,2024-01-11,starter_bundle,bundle,2.99,Android,CN
TXN00025495,P228438,2024-01-11,cosmetic_skin_1,cosmetic,4.99,iOS,CA
TXN00007611,P070162,2024-01-11,gem_pack_large,currency,9.99,Android,CA
TXN00024866,P223456,2024-01-11,gem_pack_large,currency,7.99,Android,CN
TXN00001508,P014040,2024-01-11,shield_pack,consumable,3.99,Android,MX
TXN00017216,P155509,2024-01-11,starter_bundle,bundle,2.99,Android,BR
TXN00023610,P212377,2024-01-11,gem_pack_small,currency,0.99,Android,TW
TXN00017903,P161659,2024-01-11,gem_pack_mega,currency,39.99,Android,IN
TXN00020088,P180374,2024-01-11,energy_refill,consumable,0.79,Android,JP
TXN00017170,P155311,2024-01-11,gem_pack_large,currency,9.99,Android,US
TXN00019483,P175561,2024-01-11,extra_lives,consumable,1.59,iOS,AU
TXN00002304,P021416,2024-01-11,gem_pack_large,currency,9.99,Android,US
TXN00030918,P276957,2024-01-11,gem_pack_medium,currency,4.99,Android,US
TXN00011471,P103441,2024-01-11,gem_pack_small,currency,0.99,iOS,JP
TXN00026281,P234721,2024-01-11,extra_lives,consumable,1.99,Android,CA
TXN00026282,P234721,2024-01-11,gem_pack_large,currency,9.99,Android,CA
TXN00021986,P198339,2024-01-11,gem_pack_small,currency,0.99,Android,UK
TXN00003828,P035318,2024-01-11,starter_bundle,bundle,2.99,iOS,US
TXN00017858,P161433,2024-01-11,starter_bundle,bundle,2.99,iOS,JP
TXN00003990,P037101,2024-01-11,gem_pack_small,currency,0.99,iOS,DE
TXN00033732,P302268,2024-01-11,gem_pack_small,currency,0.99,Android,UK
TXN00032496,P290646,2024-01-11,gem_pack_small,currency,0.99,iOS,SG
TXN00018775,P169678,2024-01-12,gem_pack_small,currency,0.99,iOS,CA
TXN00023772,P213786,2024-01-12,vip_pass,subscription,14.99,iOS,JP
TXN00008258,P076195,2024-01-12,gem_pack_medium,currency,4.99,iOS,US
TXN00024680,P221781,2024-01-12,monthly_bundle,bundle,9.99,Android,JP
TXN00014038,P126906,2024-01-12,weekly_bundle,bundle,4.99,iOS,CN
TXN00014472,P130932,2024-01-12,legendary_chest,lootbox,7.5,iOS,KR
TXN00020089,P180374,2024-01-12,gem_pack_large,currency,9.99,Android,JP
TXN00028335,P254076,2024-01-12,starter_bundle,bundle,2.99,iOS,UK
TXN00008136,P075204,2024-01-12,gem_pack_medium,currency,4.99,Android,JP
TXN00033737,P302268,2024-01-12,energy_refill,consumable,0.99,Android,UK
TXN00014473,P130932,2024-01-12,gem_pack_medium,currency,2.5,iOS,KR
TXN00020087,P180374,2024-01-12,gem_pack_mega,currency,49.99,Android,JP
TXN00018099,P163473,2024-01-12,vip_pass,subscription,14.99,iOS,KR
TXN00003832,P035318,2024-01-12,speed_boost,consumable,2.99,iOS,US
TXN00009874,P090149,2024-01-12,epic_chest,lootbox,7.99,iOS,BR
TXN00015945,P144353,2024-01-12,gem_pack_mega,currency,39.99,Android,CA
TXN00012368,P111418,2024-01-12,vip_pass,subscription,11.99,iOS,FR
TXN00017392,P156969,2024-01-12,gem_pack_medium,currency,4.99,iOS,KR
TXN00034223,P306499,2024-01-12,gem_pack_medium,currency,4.99,Android,US
TXN00017397,P156969,2024-01-12,battle_pass,subscription,9.99,iOS,KR
TXN00027954,P250246,2024-01-12,battle_pass,subscription,9.99,iOS,FR
TXN00010123,P091965,2024-01-12,starter_bundle,bundle,2.39,iOS,KR
TXN00010350,P093586,2024-01-12,gem_pack_medium,currency,4.99,iOS,AU
TXN00023611,P212377,2024-01-12,gem_pack_small,currency,0.99,Android,TW
TXN00031943,P286167,2024-01-12,starter_bundle,bundle,2.99,iOS,US
TXN00025797,P230828,2024-01-12,energy_refill,consumable,0.79,Android,US
TXN00031944,P286167,2024-01-12,weekly_bundle,bundle,4.99,iOS,US
TXN00016036,P145042,2024-01-12,energy_refill,consumable,0.79,Android,JP
TXN00003829,P035318,2024-01-12,energy_refill,consumable,0.99,iOS,US
TXN00003830,P035318,2024-01-12,gem_pack_medium,currency,4.99,iOS,US
TXN00015089,P136742,2024-01-12,battle_pass,subscription,9.99,iOS,BR
TXN00004066,P037724,2024-01-12,legendary_chest,lootbox,14.99,iOS,KR
TXN00014313,P129170,2024-01-12,monthly_bundle,bundle,9.99,iOS,MX
TXN00031862,P285266,2024-01-12,gem_pack_medium,currency,4.99,Android,MX
TXN00027953,P250246,2024-01-12,gem_pack_ultra,currency,99.99,iOS,FR
TXN00024213,P217659,2024-01-12,energy_refill,consumable,0.79,iOS,FR
TXN00030824,P276236,2024-01-12,starter_bundle,bundle,2.99,Android,CA
TXN00013397,P120182,2024-01-12,vip_pass,subscription,11.99,Android,UK
TXN00000869,P008287,2024-01-12,extra_lives,consumable,1.99,Android,BR
TXN00021994,P198462,2024-01-12,speed_boost,consumable,2.99,Android,US
TXN00013396,P120182,2024-01-12,gem_pack_ultra,currency,99.99,Android,UK
TXN00017213,P155509,2024-01-12,gem_pack_medium,currency,3.99,Android,BR
TXN00030619,P274497,2024-01-12,battle_pass,subscription,9.99,Android,US
TXN00026285,P234721,2024-01-12,vip_pass,subscription,14.99,Android,CA
TXN00004735,P043053,2024-01-12,gem_pack_medium,currency,4.99,Android,TW
TXN00011035,P099768,2024-01-12,gem_pack_small,currency,0.79,Android,US
TXN00010569,P095750,2024-01-12,season_pass,subscription,19.99,iOS,US
TXN00003038,P028179,2024-01-12,speed_boost,consumable,2.99,Android,CA
TXN00017215,P155509,2024-01-12,battle_pass,subscription,9.99,Android,BR
TXN00010887,P098361,2024-01-12,extra_lives,consumable,1.59,Android,US
TXN00021233,P190991,2024-01-12,starter_bundle,bundle,2.39,Android,UK
TXN00011036,P099768,2024-01-12,energy_refill,consumable,0.79,Android,US
TXN00022607,P203653,2024-01-12,gem_pack_medium,currency,3.99,Android,IN
TXN00017850,P161403,2024-01-12,gem_pack_small,currency,0.5,Android,JP
TXN00028608,P256113,2024-01-13,extra_lives,consumable,1.59,Android,UK
TXN00030316,P271286,2024-01-13,gem_pack_small,currency,0.99,Android,MX
TXN00002017,P018387,2024-01-13,energy_refill,consumable,0.99,iOS,US
TXN00016724,P151268,2024-01-13,gem_pack_mega,currency,39.99,Android,FR
TXN00020594,P185203,2024-01-13,battle_pass,subscription,9.99,iOS,MX
TXN00002349,P021813,2024-01-13,vip_pass,subscription,14.99,iOS,IN
TXN00019487,P175561,2024-01-13,gem_pack_medium,currency,4.99,iOS,AU
TXN00002350,P021813,2024-01-13,monthly_bundle,bundle,9.99,iOS,IN
TXN00016721,P151268,2024-01-13,gem_pack_ultra,currency,99.99,Android,FR
TXN00030146,P269690,2024-01-13,vip_pass,subscription,14.99,iOS,US
TXN00010351,P093586,2024-01-13,gem_pack_small,currency,0.99,iOS,AU
TXN00024865,P223456,2024-01-13,gem_pack_large,currency,5.0,Android,CN
TXN00014198,P128200,2024-01-13,monthly_bundle,bundle,5.0,Android,BR
TXN00011445,P103238,2024-01-13,monthly_bundle,bundle,9.99,Android,JP
TXN00015946,P144353,2024-01-13,vip_pass,subscription,14.99,Android,CA
TXN00027955,P250246,2024-01-13,gem_pack_large,currency,9.99,iOS,FR
TXN00015948,P144353,2024-01-13,cosmetic_skin_2,cosmetic,9.99,Android,CA
TXN00028523,P255505,2024-01-13,extra_lives,consumable,1.59,Android,CN
TXN00013827,P124848,2024-01-13,gem_pack_mega,currency,39.99,Android,US
TXN00025822,P230964,2024-01-13,gem_pack_small,currency,0.99,Android,MX
TXN00000882,P008632,2024-01-13,extra_lives,consumable,1.99,Android,MX
TXN00021001,P188850,2024-01-13,gem_pack_large,currency,9.99,Android,SG
TXN00016720,P151268,2024-01-13,gem_pack_mega,currency,49.99,Android,FR
TXN00014146,P127836,2024-01-13,starter_bundle,bundle,2.39,iOS,US
TXN00017859,P161433,2024-01-13,gem_pack_small,currency,0.99,iOS,JP
TXN00019485,P175561,2024-01-13,vip_pass,subscription,14.99,iOS,AU
TXN00031405,P280784,2024-01-13,shield_pack,consumable,3.99,Android,CA
TXN00033504,P299719,2024-01-13,gem_pack_medium,currency,4.99,Android,FR
TXN00007665,P070907,2024-01-13,weekly_bundle,bundle,4.99,Android,US
